Time[sec]	Pressure[mbar]	T[°C] 	U[%]	Geo Pot[m]	Dew [°C]	RI    	GRI     	MRI    	CL [m/s]	D [g/m3]	VP [mbar]	Pot Te [°C]	Vi Te [°C]	Spec U [g/kg]	UTC Time [sec]	Wsp [m/s]	Wdir [°]	N/S Wind [m/s]	E/W Wind [m/s]	Vert Wind [m/s]	Lon [°]    	Lat [°]   	Geometric Height [m]
00102.0  	  936.7       	  25.9	  75	   679    	  21.1  	 246.2	   ///./	  348.0	 346.8  	 1091.5 	 25.1    	   35.8    	  28.9    	 16.84       	 32292.3      	   2.0   	 278    	 ////./       	 ////./       	 ////./        	   76.33487	  10.04137	   680.4
00103.0  	  936.1       	  25.8	  75	   685    	  21.1  	 246.1	   ///./	  348.9	 346.8  	 1090.9 	 25.1    	   35.8    	  28.9    	 16.82       	 32293.3      	   2.0   	 278    	 ////./       	 ////./       	 ////./        	   76.33489	  10.04137	   686.7
00104.0  	  935.4       	  25.8	  75	   691    	  21.1  	 246.0	   ///./	  349.7	 346.8  	 1090.3 	 25.0    	   35.8    	  28.8    	 16.81       	 32294.3      	   2.0   	 279    	 ////./       	 ////./       	 ////./        	   76.33491	  10.04137	   692.9
00105.0  	  934.8       	  25.7	  75	   697    	  21.1  	 245.9	   ///./	  350.6	 346.8  	 1089.8 	 25.0    	   35.8    	  28.8    	 16.80       	 32295.3      	   2.0   	 279    	 ////./       	 ////./       	 ////./        	   76.33493	  10.04136	   699.2
00106.0  	  934.2       	  25.7	  75	   704    	  21.0  	 245.7	   ///./	  351.5	 346.7  	 1089.2 	 25.0    	   35.9    	  28.7    	 16.78       	 32296.3      	   1.9   	 279    	 ////./       	 ////./       	 ////./        	   76.33493	  10.04136	   705.5
00107.0  	  933.5       	  25.6	  76	   709    	  21.0  	 245.6	   ///./	  352.2	 346.7  	 1088.6 	 24.9    	   35.9    	  28.7    	 16.77       	 32297.3      	   1.8   	 280    	 ////./       	 ////./       	 ////./        	   76.33493	  10.04135	   711.0
00108.0  	  932.9       	  25.6	  76	   714    	  21.0  	 245.5	   ///./	  352.9	 346.7  	 1088.1 	 24.9    	   35.9    	  28.6    	 16.76       	 32298.3      	   1.8   	 281    	 ////./       	 ////./       	 ////./        	   76.33493	  10.04134	   716.3
00109.0  	  932.3       	  25.6	  76	   720    	  21.0  	 245.4	   ///./	  353.6	 346.7  	 1087.5 	 24.8    	   35.9    	  28.6    	 16.74       	 32299.3      	   1.7   	 281    	 ////./       	 ////./       	 ////./        	   76.33493	  10.04134	   721.6
00110.0  	  931.7       	  25.5	  76	   725    	  20.9  	 245.2	   ///./	  354.4	 346.6  	 1086.9 	 24.8    	   35.9    	  28.5    	 16.73       	 32300.3      	   1.6   	 282    	 ////./       	 ////./       	 ////./        	   76.33494	  10.04133	   726.9
00111.0  	  931.0       	  25.5	  76	   730    	  20.9  	 245.1	   ///./	  355.1	 346.6  	 1086.4 	 24.8    	   35.9    	  28.5    	 16.71       	 32301.3      	   1.6   	 283    	 ////./       	 ////./       	 ////./        	   76.33494	  10.04133	   732.2
00112.0  	  930.4       	  25.4	  76	   736    	  20.9  	 245.0	   ///./	  355.9	 346.6  	 1085.8 	 24.7    	   35.9    	  28.4    	 16.70       	 32302.3      	   1.5   	 283    	 ////./       	 ////./       	 ////./        	   76.33494	  10.04132	   738.0
00113.0  	  929.8       	  25.4	  76	   743    	  20.9  	 244.9	   ///./	  356.8	 346.6  	 1085.3 	 24.7    	   35.9    	  28.4    	 16.69       	 32303.3      	   1.5   	 284    	 ////./       	 ////./       	 ////./        	   76.33494	  10.04131	   744.8
00114.0  	  929.2       	  25.3	  76	   750    	  20.8  	 244.8	   ///./	  357.8	 346.5  	 1084.7 	 24.7    	   35.9    	  28.3    	 16.67       	 32304.3      	   1.4   	 285    	 ////./       	 ////./       	 ////./        	   76.33494	  10.04131	   751.6
00115.0  	  928.4       	  25.3	  76	   757    	  20.8  	 244.6	   ///./	  358.7	 346.5  	 1084.0 	 24.6    	   36.0    	  28.3    	 16.65       	 32305.3      	   1.3   	 286    	 ////./       	 ////./       	 ////./        	   76.33495	  10.04130	   758.5
00116.0  	  927.7       	  25.2	  76	   763    	  20.8  	 244.5	   ///./	  359.6	 346.5  	 1083.3 	 24.6    	   36.0    	  28.2    	 16.63       	 32306.3      	   1.3   	 287    	 ////./       	 ////./       	 ////./        	   76.33495	  10.04129	   765.3
00117.0  	  926.9       	  25.2	  76	   770    	  20.7  	 244.3	   ///./	  360.5	 346.4  	 1082.6 	 24.5    	   36.0    	  28.2    	 16.61       	 32307.3      	   1.2   	 289    	 ////./       	 ////./       	 ////./        	   76.33495	  10.04129	   772.1
00118.0  	  926.1       	  25.1	  77	   778    	  20.7  	 244.2	   ///./	  361.6	 346.4  	 1081.9 	 24.5    	   36.0    	  28.1    	 16.59       	 32308.3      	   1.1   	 290    	 ////./       	 ////./       	 ////./        	   76.33495	  10.04128	   779.7
00119.0  	  925.4       	  25.1	  77	   785    	  20.7  	 244.0	   ///./	  362.6	 346.4  	 1081.2 	 24.4    	   36.1    	  28.0    	 16.58       	 32309.3      	   1.1   	 292    	 ////./       	 ////./       	 ////./        	   76.33495	  10.04128	   787.5
00120.0  	  924.6       	  25.0	  77	   793    	  20.6  	 243.8	   ///./	  363.7	 346.4  	 1080.5 	 24.4    	   36.1    	  28.0    	 16.56       	 32310.3      	   1.0   	 294    	 ////./       	 ////./       	 ////./        	   76.33495	  10.04127	   795.3
00121.0  	  923.9       	  25.0	  77	   801    	  20.6  	 243.7	   ///./	  364.8	 346.3  	 1079.9 	 24.3    	   36.1    	  27.9    	 16.54       	 32311.3      	   0.9   	 296    	 ////./       	 ////./       	 ////./        	   76.33496	  10.04126	   803.1
00122.0  	  923.3       	  24.9	  77	   809    	  20.6  	 243.6	   ///./	  365.9	 346.3  	 1079.3 	 24.3    	   36.1    	  27.9    	 16.52       	 32312.3      	   0.9   	 298    	 ////./       	 ////./       	 ////./        	   76.33496	  10.04126	   811.0
00123.0  	  922.6       	  24.9	  77	   816    	  20.5  	 243.5	   ///./	  366.9	 346.3  	 1078.7 	 24.2    	   36.1    	  27.8    	 16.50       	 32313.3      	   0.8   	 301    	 ////./       	 ////./       	 ////./        	   76.33496	  10.04125	   818.0
00124.0  	  921.9       	  24.8	  77	   821    	  20.5  	 243.3	   ///./	  367.6	 346.2  	 1078.1 	 24.2    	   36.1    	  27.8    	 16.47       	 32314.3      	   0.7   	 305    	 ////./       	 ////./       	 ////./        	   76.33496	  10.04124	   823.2
00125.0  	  921.3       	  24.8	  77	   826    	  20.5  	 243.2	   ///./	  368.3	 346.2  	 1077.5 	 24.1    	   36.1    	  27.7    	 16.45       	 32315.3      	   0.7   	 309    	 ////./       	 ////./       	 ////./        	   76.33496	  10.04124	   828.5
00126.0  	  920.6       	  24.7	  77	   832    	  20.5  	 243.1	   ///./	  368.9	 346.2  	 1076.9 	 24.1    	   36.2    	  27.7    	 16.43       	 32316.3      	   0.7   	 316    	 ////./       	 ////./       	 ////./        	   76.33496	  10.04123	   833.7
00127.0  	  920.1       	  24.7	  77	   837    	  20.4  	 243.0	   ///./	  369.7	 346.1  	 1076.4 	 24.0    	   36.2    	  27.6    	 16.41       	 32317.3      	   0.8   	 324    	 ////./       	 ////./       	 ////./        	   76.33497	  10.04123	   838.9
00128.0  	  919.5       	  24.6	  77	   842    	  20.4  	 242.9	   ///./	  370.4	 346.1  	 1076.0 	 24.0    	   36.1    	  27.5    	 16.38       	 32318.3      	   0.8   	 331    	 ////./       	 ////./       	 ////./        	   76.33497	  10.04122	   844.2
00129.0  	  919.0       	  24.5	  77	   847    	  20.3  	 242.8	   ///./	  371.2	 346.1  	 1075.6 	 23.9    	   36.1    	  27.5    	 16.35       	 32319.3      	   0.9   	 339    	 ////./       	 ////./       	 ////./        	   76.33497	  10.04121	   849.5
00130.0  	  918.4       	  24.5	  78	   852    	  20.3  	 242.7	   ///./	  371.9	 346.0  	 1075.2 	 23.9    	   36.1    	  27.4    	 16.32       	 32320.3      	   0.9   	 345    	 ////./       	 ////./       	 ////./        	   76.33497	  10.04121	   854.7
00131.0  	  917.9       	  24.4	  78	   858    	  20.3  	 242.6	   ///./	  372.6	 346.0  	 1074.8 	 23.8    	   36.1    	  27.3    	 16.29       	 32321.3      	   1.0   	 351    	 ////./       	 ////./       	 ////./        	   76.33497	  10.04120	   860.0
00132.0  	  917.3       	  24.4	  78	   863    	  20.2  	 242.5	   ///./	  373.4	 346.0  	 1074.3 	 23.8    	   36.1    	  27.3    	 16.26       	 32322.3      	   1.0   	 357    	 ////./       	 ////./       	 ////./        	   76.33498	  10.04120	   865.3
00133.0  	  916.9       	  24.3	  78	   868    	  20.2  	 242.5	   ///./	  374.1	 345.9  	 1074.1 	 23.7    	   36.1    	  27.2    	 16.23       	 32323.3      	   1.1   	 001    	 ////./       	 ////./       	 ////./        	   76.33498	  10.04119	   870.5
00134.0  	  916.4       	  24.2	  78	   873    	  20.1  	 242.4	   ///./	  374.8	 345.9  	 1073.8 	 23.6    	   36.0    	  27.1    	 16.20       	 32324.3      	   1.1   	 006    	 ////./       	 ////./       	 ////./        	   76.33498	  10.04118	   875.3
00135.0  	  916.0       	  24.2	  78	   877    	  20.1  	 242.4	   ///./	  375.4	 345.9  	 1073.5 	 23.6    	   36.0    	  27.1    	 16.17       	 32325.3      	   1.2   	 009    	 ////./       	 ////./       	 ////./        	   76.33498	  10.04117	   879.0
00136.0  	  915.6       	  24.1	  78	   880    	  20.1  	 242.3	   ///./	  375.9	 345.8  	 1073.2 	 23.5    	   36.0    	  27.0    	 16.14       	 32326.3      	   1.2   	 012    	 ////./       	 ////./       	 ////./        	   76.33496	  10.04116	   882.8
00137.0  	  915.1       	  24.0	  78	   884    	  20.0  	 242.3	   ///./	  376.4	 345.8  	 1073.0 	 23.5    	   36.0    	  26.9    	 16.11       	 32327.3      	   1.3   	 015    	 ////./       	 ////./       	 ////./        	   76.33494	  10.04115	   886.5
00138.0  	  914.7       	  24.0	  78	   888    	  20.0  	 242.2	   ///./	  377.0	 345.7  	 1072.7 	 23.4    	   35.9    	  26.8    	 16.08       	 32328.3      	   1.3   	 018    	 ////./       	 ////./       	 ////./        	   76.33492	  10.04113	   890.3
00139.0  	  914.1       	  23.9	  79	   892    	  20.0  	 242.1	   ///./	  377.5	 345.7  	 1072.2 	 23.4    	   35.9    	  26.8    	 16.05       	 32329.3      	   1.4   	 020    	 ////./       	 ////./       	 ////./        	   76.33490	  10.04112	   894.0
00140.0  	  913.4       	  23.8	  79	   896    	  19.9  	 242.0	   ///./	  378.1	 345.7  	 1071.6 	 23.3    	   35.9    	  26.7    	 16.02       	 32330.3      	   1.4   	 022    	 ////./       	 ////./       	 ////./        	   76.33488	  10.04111	   898.8
00141.0  	  912.8       	  23.8	  79	   904    	  19.9  	 241.9	   ///./	  379.1	 345.6  	 1071.2 	 23.2    	   35.9    	  26.6    	 15.99       	 32331.3      	   1.5   	 024    	 ////./       	 ////./       	 ////./        	   76.33486	  10.04109	   905.9
00142.0  	  912.2       	  23.7	  79	   911    	  19.8  	 241.8	   ///./	  380.1	 345.6  	 1070.7 	 23.2    	   35.9    	  26.5    	 15.95       	 32332.3      	   1.5   	 025    	 ////./       	 ////./       	 ////./        	   76.33484	  10.04108	   913.0
00143.0  	  911.5       	  23.6	  79	   918    	  19.8  	 241.7	   ///./	  381.1	 345.5  	 1070.2 	 23.1    	   35.9    	  26.5    	 15.91       	 32333.3      	   1.6   	 026    	 ////./       	 ////./       	 ////./        	   76.33482	  10.04107	   920.1
00144.0  	  910.9       	  23.5	  79	   925    	  19.7  	 241.6	   ///./	  382.1	 345.5  	 1069.7 	 23.0    	   35.9    	  26.4    	 15.87       	 32334.3      	   1.7   	 028    	 ////./       	 ////./       	 ////./        	   76.33480	  10.04105	   927.2
00145.0  	  909.9       	  23.5	  79	   932    	  19.7  	 241.4	   ///./	  383.1	 345.4  	 1068.9 	 22.9    	   35.9    	  26.3    	 15.84       	 32335.3      	   1.7   	 029    	 ////./       	 ////./       	 ////./        	   76.33479	  10.04104	   934.3
00146.0  	  908.9       	  23.4	  79	   940    	  19.6  	 241.2	   ///./	  384.1	 345.4  	 1068.0 	 22.9    	   35.9    	  26.2    	 15.80       	 32336.3      	   1.8   	 031    	 ////./       	 ////./       	 ////./        	   76.33477	  10.04103	   942.2
00147.0  	  908.0       	  23.3	  80	   950    	  19.6  	 241.0	   ///./	  385.6	 345.4  	 1067.2 	 22.8    	   35.9    	  26.1    	 15.77       	 32337.3      	   1.8   	 034    	 ////./       	 ////./       	 ////./        	   76.33475	  10.04101	   952.5
00148.0  	  907.0       	  23.2	  80	   960    	  19.5  	 240.9	   ///./	  387.0	 345.3  	 1066.3 	 22.7    	   35.9    	  26.0    	 15.74       	 32338.3      	   1.9   	 036    	 ////./       	 ////./       	 ////./        	   76.33473	  10.04100	   962.8
00149.0  	  906.0       	  23.2	  80	   971    	  19.5  	 240.7	   ///./	  388.4	 345.3  	 1065.4 	 22.7    	   35.9    	  26.0    	 15.70       	 32339.3      	   1.9   	 038    	 ////./       	 ////./       	 ////./        	   76.33471	  10.04099	   973.1
00150.0  	  905.1       	  23.1	  80	   981    	  19.4  	 240.5	   ///./	  389.9	 345.2  	 1064.6 	 22.6    	   35.9    	  25.9    	 15.67       	 32340.3      	   2.0   	 040    	 ////./       	 ////./       	 ////./        	   76.33469	  10.04097	   983.4
00151.0  	  904.2       	  23.0	  80	   991    	  19.4  	 240.3	   ///./	  391.3	 345.2  	 1063.8 	 22.5    	   36.0    	  25.8    	 15.64       	 32341.3      	   2.0   	 042    	 ////./       	 ////./       	 ////./        	   76.33467	  10.04096	   993.7
00152.0  	  903.3       	  22.9	  80	  1000    	  19.3  	 240.1	   ///./	  392.5	 345.1  	 1063.0 	 22.4    	   36.0    	  25.7    	 15.60       	 32342.3      	   2.1   	 043    	 ////./       	 ////./       	 ////./        	   76.33465	  10.04095	  1002.5
00153.0  	  902.3       	  22.9	  80	  1008    	  19.3  	 240.0	   ///./	  393.7	 345.1  	 1062.2 	 22.4    	   36.0    	  25.6    	 15.57       	 32343.3      	   2.1   	 045    	 ////./       	 ////./       	 ////./        	   76.33463	  10.04093	  1011.0
00154.0  	  901.4       	  22.8	  80	  1017    	  19.2  	 239.8	   ///./	  394.8	 345.0  	 1061.4 	 22.3    	   36.0    	  25.5    	 15.53       	 32344.3      	   2.2   	 047    	 ////./       	 ////./       	 ////./        	   76.33461	  10.04092	  1019.4
00155.0  	  900.5       	  22.7	  81	  1025    	  19.2  	 239.6	   ///./	  396.0	 345.0  	 1060.6 	 22.3    	   36.0    	  25.5    	 15.52       	 32345.3      	   2.2   	 048    	 ////./       	 ////./       	 ////./        	   76.33460	  10.04091	  1027.9
00156.0  	  899.6       	  22.6	  81	  1034    	  19.1  	 239.5	   ///./	  397.2	 345.0  	 1059.8 	 22.2    	   36.0    	  25.4    	 15.50       	 32346.3      	   2.3   	 050    	 ////./       	 ////./       	 ////./        	   76.33458	  10.04090	  1036.3
00157.0  	  898.8       	  22.6	  81	  1042    	  19.1  	 239.3	   ///./	  398.3	 344.9  	 1059.0 	 22.2    	   36.0    	  25.3    	 15.48       	 32347.3      	   2.4   	 051    	 ////./       	 ////./       	 ////./        	   76.33456	  10.04088	  1044.7
00158.0  	  897.9       	  22.5	  81	  1050    	  19.1  	 239.2	   ///./	  399.5	 344.9  	 1058.3 	 22.1    	   36.0    	  25.2    	 15.46       	 32348.3      	   2.4   	 053    	 ////./       	 ////./       	 ////./        	   76.33454	  10.04087	  1053.0
00159.0  	  897.1       	  22.4	  81	  1058    	  19.0  	 239.0	   ///./	  400.6	 344.8  	 1057.6 	 22.1    	   36.0    	  25.2    	 15.43       	 32349.3      	   2.5   	 054    	 ////./       	 ////./       	 ////./        	   76.33452	  10.04086	  1061.2
00160.0  	  896.2       	  22.3	  81	  1067    	  19.0  	 238.9	   ///./	  401.7	 344.8  	 1056.8 	 22.0    	   36.0    	  25.1    	 15.41       	 32350.3      	   2.5   	 055    	 ////./       	 ////./       	 ////./        	   76.33450	  10.04084	  1069.4
00161.0  	  895.4       	  22.3	  82	  1075    	  19.0  	 238.7	   ///./	  402.9	 344.7  	 1056.1 	 22.0    	   36.0    	  25.0    	 15.39       	 32351.3      	   2.6   	 056    	 ////./       	 ////./       	 ////./        	   76.33448	  10.04083	  1077.7
00162.0  	  894.5       	  22.2	  82	  1083    	  18.9  	 238.5	   ///./	  404.0	 344.7  	 1055.4 	 21.9    	   36.0    	  24.9    	 15.37       	 32352.3      	   2.6   	 057    	 ////./       	 ////./       	 ////./        	   76.33446	  10.04082	  1085.9
00163.0  	  893.7       	  22.1	  82	  1091    	  18.9  	 238.4	   ///./	  405.1	 344.7  	 1054.7 	 21.9    	   36.0    	  24.8    	 15.35       	 32353.3      	   2.7   	 058    	 ////./       	 ////./       	 ////./        	   76.33444	  10.04080	  1094.0
00164.0  	  892.9       	  22.0	  82	  1099    	  18.9  	 238.3	   ///./	  406.3	 344.6  	 1054.0 	 21.8    	   36.0    	  24.8    	 15.33       	 32354.3      	   2.7   	 059    	 ////./       	 ////./       	 ////./        	   76.33443	  10.04079	  1102.0
00165.0  	  892.1       	  22.0	  82	  1107    	  18.8  	 238.1	   ///./	  407.4	 344.6  	 1053.3 	 21.8    	   36.1    	  24.7    	 15.31       	 32355.3      	   2.8   	 060    	 ////./       	 ////./       	 ////./        	   76.33440	  10.04078	  1110.0
00166.0  	  891.3       	  21.9	  83	  1115    	  18.8  	 238.0	   ///./	  408.5	 344.5  	 1052.6 	 21.7    	   36.1    	  24.6    	 15.29       	 32356.3      	   2.9   	 062    	 ////./       	 ////./       	 ////./        	   76.33436	  10.04078	  1118.1
00167.0  	  890.5       	  21.8	  83	  1123    	  18.7  	 237.8	   ///./	  409.6	 344.5  	 1051.9 	 21.7    	   36.1    	  24.5    	 15.27       	 32357.3      	   3.0   	 064    	 ////./       	 ////./       	 ////./        	   76.33432	  10.04078	  1126.1
00168.0  	  889.6       	  21.7	  83	  1131    	  18.7  	 237.7	   ///./	  410.7	 344.4  	 1051.2 	 21.6    	   36.1    	  24.4    	 15.24       	 32358.3      	   3.0   	 065    	 ////./       	 ////./       	 ////./        	   76.33429	  10.04078	  1133.9
00169.0  	  888.9       	  21.7	  83	  1138    	  18.7  	 237.5	   ///./	  411.7	 344.4  	 1050.5 	 21.5    	   36.1    	  24.4    	 15.22       	 32359.3      	   3.1   	 067    	 ////./       	 ////./       	 ////./        	   76.33425	  10.04077	  1141.3
00170.0  	  888.1       	  21.6	  83	  1146    	  18.6  	 237.4	   ///./	  412.7	 344.4  	 1049.9 	 21.5    	   36.1    	  24.3    	 15.19       	 32360.3      	   3.2   	 069    	 ////./       	 ////./       	 ////./        	   76.33421	  10.04077	  1148.7
00171.0  	  887.4       	  21.5	  83	  1153    	  18.6  	 237.3	   ///./	  413.8	 344.3  	 1049.2 	 21.4    	   36.1    	  24.2    	 15.17       	 32361.3      	   3.3   	 070    	 ////./       	 ////./       	 ////./        	   76.33417	  10.04077	  1156.1
00172.0  	  886.6       	  21.5	  83	  1160    	  18.5  	 237.1	   ///./	  414.8	 344.3  	 1048.6 	 21.4    	   36.1    	  24.2    	 15.14       	 32362.3      	   3.4   	 071    	 ////./       	 ////./       	 ////./        	   76.33413	  10.04077	  1163.6
