Time[sec]	Pressure[mbar]	T[°C] 	U[%]	Geo Pot[m]	Dew [°C]	RI    	GRI     	MRI    	CL [m/s]	D [g/m3]	VP [mbar]	Pot Te [°C]	Vi Te [°C]	Spec U [g/kg]	UTC Time [sec]	Wsp [m/s]	Wdir [°]	N/S Wind [m/s]	E/W Wind [m/s]	Vert Wind [m/s]	Lon [°]    	Lat [°]   	Geometric Height [m]
00853.0  	  542.5       	  -1.6	  58	  5249    	  -8.6  	 158.0	   ///./	  979.7	 330.5  	  696.1 	  3.2    	   54.9    	  -1.0    	  3.65       	 33043.3      	   4.7   	 120    	 ////./       	 ////./       	 ////./        	   76.29629	  10.04446	  5265.9
00854.0  	  542.0       	  -1.6	  59	  5255    	  -8.7  	 157.9	   ///./	  980.6	 330.5  	  695.6 	  3.2    	   54.9    	  -1.0    	  3.65       	 33044.3      	   4.6   	 120    	 ////./       	 ////./       	 ////./        	   76.29625	  10.04448	  5272.1
00855.0  	  541.6       	  -1.7	  59	  5261    	  -8.7  	 157.8	   ///./	  981.6	 330.5  	  695.2 	  3.2    	   54.9    	  -1.1    	  3.64       	 33045.3      	   4.6   	 119    	 ////./       	 ////./       	 ////./        	   76.29622	  10.04450	  5278.8
00856.0  	  541.1       	  -1.7	  59	  5268    	  -8.7  	 157.7	   ///./	  982.6	 330.4  	  694.7 	  3.2    	   54.9    	  -1.1    	  3.63       	 33046.3      	   4.6   	 118    	 ////./       	 ////./       	 ////./        	   76.29618	  10.04451	  5285.7
00857.0  	  540.7       	  -1.8	  59	  5275    	  -8.8  	 157.6	   ///./	  983.5	 330.4  	  694.2 	  3.1    	   55.0    	  -1.2    	  3.62       	 33047.3      	   4.6   	 118    	 ////./       	 ////./       	 ////./        	   76.29614	  10.04453	  5292.6
00858.0  	  540.2       	  -1.8	  59	  5282    	  -8.8  	 157.5	   ///./	  984.5	 330.4  	  693.8 	  3.1    	   55.0    	  -1.2    	  3.61       	 33048.3      	   4.6   	 117    	 ////./       	 ////./       	 ////./        	   76.29610	  10.04455	  5299.5
00859.0  	  539.8       	  -1.9	  59	  5289    	  -8.9  	 157.4	   ///./	  985.5	 330.4  	  693.3 	  3.1    	   55.0    	  -1.3    	  3.60       	 33049.3      	   4.6   	 117    	 ////./       	 ////./       	 ////./        	   76.29605	  10.04457	  5306.4
00860.0  	  539.4       	  -1.9	  59	  5296    	  -8.9  	 157.3	   ///./	  986.5	 330.3  	  692.9 	  3.1    	   55.0    	  -1.3    	  3.60       	 33050.3      	   4.5   	 116    	 ////./       	 ////./       	 ////./        	   76.29599	  10.04459	  5313.1
00861.0  	  538.9       	  -2.0	  59	  5302    	  -8.9  	 157.2	   ///./	  987.4	 330.3  	  692.4 	  3.1    	   55.0    	  -1.4    	  3.59       	 33051.3      	   4.5   	 115    	 ////./       	 ////./       	 ////./        	   76.29594	  10.04461	  5319.6
00862.0  	  538.5       	  -2.0	  59	  5309    	  -9.0  	 157.1	   ///./	  988.3	 330.3  	  692.0 	  3.1    	   55.0    	  -1.4    	  3.58       	 33052.3      	   4.5   	 115    	 ////./       	 ////./       	 ////./        	   76.29588	  10.04463	  5326.1
00863.0  	  538.0       	  -2.1	  59	  5315    	  -9.0  	 157.0	   ///./	  989.2	 330.2  	  691.5 	  3.1    	   55.1    	  -1.5    	  3.57       	 33053.3      	   4.5   	 114    	 ////./       	 ////./       	 ////./        	   76.29583	  10.04465	  5332.6
00864.0  	  537.6       	  -2.1	  59	  5321    	  -9.1  	 156.9	   ///./	  990.2	 330.2  	  691.1 	  3.1    	   55.1    	  -1.5    	  3.56       	 33054.3      	   4.5   	 114    	 ////./       	 ////./       	 ////./        	   76.29577	  10.04467	  5339.1
00865.0  	  537.2       	  -2.2	  59	  5328    	  -9.1  	 156.8	   ///./	  991.1	 330.2  	  690.7 	  3.1    	   55.1    	  -1.6    	  3.55       	 33055.3      	   4.5   	 113    	 ////./       	 ////./       	 ////./        	   76.29572	  10.04468	  5345.6
00866.0  	  536.7       	  -2.2	  59	  5334    	  -9.1  	 156.7	   ///./	  992.0	 330.2  	  690.2 	  3.1    	   55.1    	  -1.6    	  3.55       	 33056.3      	   4.6   	 113    	 ////./       	 ////./       	 ////./        	   76.29566	  10.04470	  5351.8
00867.0  	  536.3       	  -2.3	  59	  5340    	  -9.2  	 156.6	   ///./	  992.8	 330.1  	  689.8 	  3.0    	   55.1    	  -1.7    	  3.54       	 33057.3      	   4.7   	 112    	 ////./       	 ////./       	 ////./        	   76.29561	  10.04472	  5358.0
00868.0  	  535.9       	  -2.3	  59	  5346    	  -9.2  	 156.5	   ///./	  993.7	 330.1  	  689.4 	  3.0    	   55.2    	  -1.7    	  3.53       	 33058.3      	   4.8   	 112    	 ////./       	 ////./       	 ////./        	   76.29555	  10.04474	  5364.1
00869.0  	  535.5       	  -2.3	  59	  5353    	  -9.2  	 156.4	   ///./	  994.6	 330.1  	  689.0 	  3.0    	   55.2    	  -1.8    	  3.53       	 33059.3      	   4.9   	 112    	 ////./       	 ////./       	 ////./        	   76.29549	  10.04476	  5370.3
00870.0  	  535.1       	  -2.4	  59	  5359    	  -9.3  	 156.3	   ///./	  995.5	 330.1  	  688.5 	  3.0    	   55.2    	  -1.8    	  3.52       	 33060.3      	   5.0   	 111    	 ////./       	 ////./       	 ////./        	   76.29544	  10.04478	  5376.5
00871.0  	  534.6       	  -2.4	  59	  5365    	  -9.3  	 156.2	   ///./	  996.4	 330.0  	  688.1 	  3.0    	   55.2    	  -1.8    	  3.51       	 33061.3      	   5.1   	 111    	 ////./       	 ////./       	 ////./        	   76.29538	  10.04480	  5382.7
00872.0  	  534.2       	  -2.5	  59	  5371    	  -9.3  	 156.1	   ///./	  997.2	 330.0  	  687.6 	  3.0    	   55.3    	  -1.9    	  3.50       	 33062.3      	   5.2   	 111    	 ////./       	 ////./       	 ////./        	   76.29533	  10.04482	  5389.0
00873.0  	  533.8       	  -2.5	  59	  5377    	  -9.4  	 156.1	   ///./	  998.1	 330.0  	  687.2 	  3.0    	   55.3    	  -1.9    	  3.50       	 33063.3      	   5.3   	 111    	 ////./       	 ////./       	 ////./        	   76.29527	  10.04483	  5395.3
00874.0  	  533.4       	  -2.5	  59	  5384    	  -9.4  	 156.0	   ///./	  999.0	 329.9  	  686.8 	  3.0    	   55.3    	  -2.0    	  3.49       	 33064.3      	   5.4   	 110    	 ////./       	 ////./       	 ////./        	   76.29522	  10.04485	  5401.6
00875.0  	  532.9       	  -2.6	  59	  5390    	  -9.5  	 155.9	   ///./	  999.9	 329.9  	  686.3 	  3.0    	   55.3    	  -2.0    	  3.48       	 33065.3      	   5.5   	 110    	 ////./       	 ////./       	 ////./        	   76.29516	  10.04487	  5407.9
00876.0  	  532.5       	  -2.6	  59	  5396    	  -9.5  	 155.8	   ///./	 1000.8	 329.9  	  685.9 	  3.0    	   55.4    	  -2.1    	  3.48       	 33066.3      	   5.6   	 110    	 ////./       	 ////./       	 ////./        	   76.29511	  10.04489	  5414.4
00877.0  	  532.1       	  -2.7	  59	  5403    	  -9.5  	 155.7	   ///./	 1001.8	 329.9  	  685.4 	  3.0    	   55.4    	  -2.1    	  3.47       	 33067.3      	   5.7   	 110    	 ////./       	 ////./       	 ////./        	   76.29505	  10.04491	  5421.1
00878.0  	  531.6       	  -2.7	  59	  5410    	  -9.6  	 155.6	   ///./	 1002.8	 329.8  	  684.9 	  3.0    	   55.4    	  -2.1    	  3.46       	 33068.3      	   5.9   	 109    	 ////./       	 ////./       	 ////./        	   76.29500	  10.04493	  5427.9
00879.0  	  531.2       	  -2.7	  59	  5417    	  -9.6  	 155.4	   ///./	 1003.7	 329.8  	  684.4 	  3.0    	   55.5    	  -2.2    	  3.46       	 33069.3      	   6.0   	 109    	 ////./       	 ////./       	 ////./        	   76.29494	  10.04495	  5434.6
00880.0  	  530.7       	  -2.7	  59	  5423    	  -9.6  	 155.3	   ///./	 1004.6	 329.8  	  683.9 	  2.9    	   55.5    	  -2.2    	  3.46       	 33070.3      	   6.1   	 109    	 ////./       	 ////./       	 ////./        	   76.29489	  10.04497	  5441.4
00881.0  	  530.3       	  -2.8	  59	  5430    	  -9.6  	 155.2	   ///./	 1005.6	 329.8  	  683.3 	  2.9    	   55.6    	  -2.2    	  3.46       	 33071.3      	   6.2   	 109    	 ////./       	 ////./       	 ////./        	   76.29483	  10.04498	  5448.1
00882.0  	  529.8       	  -2.8	  59	  5437    	  -9.6  	 155.1	   ///./	 1006.5	 329.8  	  682.8 	  2.9    	   55.7    	  -2.2    	  3.46       	 33072.3      	   6.3   	 109    	 ////./       	 ////./       	 ////./        	   76.29478	  10.04500	  5454.8
00883.0  	  529.4       	  -2.8	  59	  5443    	  -9.6  	 155.0	   ///./	 1007.4	 329.8  	  682.3 	  2.9    	   55.7    	  -2.2    	  3.46       	 33073.3      	   6.4   	 108    	 ////./       	 ////./       	 ////./        	   76.29472	  10.04502	  5461.5
00884.0  	  528.9       	  -2.8	  59	  5450    	  -9.6  	 154.8	   ///./	 1008.4	 329.8  	  681.7 	  2.9    	   55.8    	  -2.2    	  3.46       	 33074.3      	   6.5   	 108    	 ////./       	 ////./       	 ////./        	   76.29467	  10.04504	  5468.2
00885.0  	  528.5       	  -2.8	  59	  5457    	  -9.7  	 154.7	   ///./	 1009.3	 329.8  	  681.2 	  2.9    	   55.8    	  -2.3    	  3.45       	 33075.3      	   6.6   	 108    	 ////./       	 ////./       	 ////./        	   76.29461	  10.04506	  5474.9
00886.0  	  528.1       	  -2.8	  59	  5463    	  -9.7  	 154.6	   ///./	 1010.2	 329.8  	  680.7 	  2.9    	   55.9    	  -2.3    	  3.45       	 33076.3      	   6.6   	 108    	 ////./       	 ////./       	 ////./        	   76.29455	  10.04508	  5481.6
00887.0  	  527.6       	  -2.9	  59	  5470    	  -9.7  	 154.5	   ///./	 1011.2	 329.8  	  680.1 	  2.9    	   56.0    	  -2.3    	  3.45       	 33077.3      	   6.7   	 107    	 ////./       	 ////./       	 ////./        	   76.29450	  10.04510	  5488.2
00888.0  	  527.2       	  -2.9	  59	  5476    	  -9.7  	 154.4	   ///./	 1012.0	 329.8  	  679.6 	  2.9    	   56.0    	  -2.3    	  3.45       	 33078.3      	   6.7   	 107    	 ////./       	 ////./       	 ////./        	   76.29444	  10.04512	  5494.5
00889.0  	  526.8       	  -2.9	  59	  5483    	  -9.7  	 154.3	   ///./	 1012.9	 329.7  	  679.1 	  2.9    	   56.1    	  -2.3    	  3.45       	 33079.3      	   6.8   	 106    	 ////./       	 ////./       	 ////./        	   76.29438	  10.04512	  5500.9
00890.0  	  526.4       	  -2.9	  59	  5489    	  -9.8  	 154.2	   ///./	 1013.8	 329.7  	  678.6 	  2.9    	   56.1    	  -2.3    	  3.44       	 33080.3      	   6.8   	 106    	 ////./       	 ////./       	 ////./        	   76.29432	  10.04512	  5507.2
00891.0  	  526.0       	  -2.9	  59	  5495    	  -9.8  	 154.0	   ///./	 1014.7	 329.7  	  678.1 	  2.9    	   56.2    	  -2.3    	  3.44       	 33081.3      	   6.9   	 105    	 ////./       	 ////./       	 ////./        	   76.29425	  10.04512	  5513.5
00892.0  	  525.5       	  -2.9	  59	  5501    	  -9.8  	 153.9	   ///./	 1015.5	 329.7  	  677.6 	  2.9    	   56.3    	  -2.3    	  3.45       	 33082.3      	   6.9   	 105    	 ////./       	 ////./       	 ////./        	   76.29419	  10.04513	  5519.8
00893.0  	  525.1       	  -2.9	  59	  5507    	  -9.7  	 153.8	   ///./	 1016.4	 329.8  	  677.0 	  2.9    	   56.4    	  -2.3    	  3.46       	 33083.3      	   6.9   	 104    	 ////./       	 ////./       	 ////./        	   76.29412	  10.04513	  5525.8
00894.0  	  524.7       	  -2.8	  59	  5513    	  -9.7  	 153.6	   ///./	 1017.1	 329.8  	  676.4 	  2.9    	   56.5    	  -2.3    	  3.46       	 33084.3      	   7.0   	 104    	 ////./       	 ////./       	 ////./        	   76.29406	  10.04513	  5531.7
00895.0  	  524.3       	  -2.8	  59	  5519    	  -9.7  	 153.5	   ///./	 1017.9	 329.8  	  675.8 	  2.9    	   56.6    	  -2.2    	  3.47       	 33085.3      	   7.0   	 103    	 ////./       	 ////./       	 ////./        	   76.29399	  10.04513	  5537.7
00896.0  	  524.0       	  -2.8	  59	  5525    	  -9.7  	 153.4	   ///./	 1018.8	 329.8  	  675.3 	  2.9    	   56.7    	  -2.2    	  3.48       	 33086.3      	   7.1   	 103    	 ////./       	 ////./       	 ////./        	   76.29393	  10.04513	  5543.6
00897.0  	  523.6       	  -2.8	  59	  5531    	  -9.7  	 153.3	   ///./	 1019.6	 329.8  	  674.7 	  2.9    	   56.8    	  -2.2    	  3.49       	 33087.3      	   7.1   	 102    	 ////./       	 ////./       	 ////./        	   76.29386	  10.04513	  5549.5
00898.0  	  523.2       	  -2.7	  59	  5537    	  -9.6  	 153.1	   ///./	 1020.3	 329.8  	  674.1 	  2.9    	   56.9    	  -2.2    	  3.50       	 33088.3      	   7.2   	 102    	 ////./       	 ////./       	 ////./        	   76.29380	  10.04514	  5555.3
00899.0  	  522.8       	  -2.7	  59	  5542    	  -9.6  	 153.0	   ///./	 1021.1	 329.9  	  673.6 	  2.9    	   57.0    	  -2.1    	  3.51       	 33089.3      	   7.2   	 102    	 ////./       	 ////./       	 ////./        	   76.29373	  10.04514	  5561.0
00900.0  	  522.4       	  -2.7	  59	  5548    	  -9.6  	 152.9	   ///./	 1021.9	 329.9  	  673.0 	  2.9    	   57.1    	  -2.1    	  3.51       	 33090.3      	   7.3   	 101    	 ////./       	 ////./       	 ////./        	   76.29367	  10.04514	  5566.8
00901.0  	  522.0       	  -2.6	  59	  5554    	  -9.6  	 152.7	   ///./	 1022.7	 329.9  	  672.4 	  3.0    	   57.2    	  -2.1    	  3.52       	 33091.3      	   7.3   	 101    	 ////./       	 ////./       	 ////./        	   76.29361	  10.04514	  5572.5
00902.0  	  521.6       	  -2.6	  59	  5560    	  -9.5  	 152.6	   ///./	 1023.4	 329.9  	  671.8 	  3.0    	   57.3    	  -2.0    	  3.53       	 33092.3      	   7.4   	 100    	 ////./       	 ////./       	 ////./        	   76.29354	  10.04514	  5578.2
00903.0  	  521.2       	  -2.6	  59	  5566    	  -9.5  	 152.5	   ///./	 1024.2	 329.9  	  671.3 	  3.0    	   57.4    	  -2.0    	  3.54       	 33093.3      	   7.4   	 100    	 ////./       	 ////./       	 ////./        	   76.29348	  10.04514	  5584.2
00904.0  	  520.8       	  -2.6	  59	  5572    	  -9.5  	 152.4	   ///./	 1025.1	 329.9  	  670.7 	  3.0    	   57.5    	  -2.0    	  3.55       	 33094.3      	   7.5   	 099    	 ////./       	 ////./       	 ////./        	   76.29341	  10.04515	  5590.6
00905.0  	  520.4       	  -2.5	  59	  5578    	  -9.5  	 152.2	   ///./	 1026.0	 330.0  	  670.1 	  3.0    	   57.6    	  -2.0    	  3.56       	 33095.3      	   7.5   	 099    	 ////./       	 ////./       	 ////./        	   76.29335	  10.04515	  5596.9
00906.0  	  520.0       	  -2.5	  59	  5585    	  -9.5  	 152.1	   ///./	 1026.8	 330.0  	  669.6 	  3.0    	   57.7    	  -1.9    	  3.56       	 33096.3      	   7.5   	 098    	 ////./       	 ////./       	 ////./        	   76.29328	  10.04515	  5603.3
00907.0  	  519.6       	  -2.5	  59	  5591    	  -9.5  	 152.0	   ///./	 1027.7	 330.0  	  669.0 	  3.0    	   57.8    	  -1.9    	  3.57       	 33097.3      	   7.4   	 097    	 ////./       	 ////./       	 ////./        	   76.29322	  10.04515	  5609.7
00908.0  	  519.2       	  -2.5	  59	  5597    	  -9.5  	 151.9	   ///./	 1028.6	 330.0  	  668.5 	  3.0    	   57.9    	  -1.9    	  3.57       	 33098.3      	   7.4   	 097    	 ////./       	 ////./       	 ////./        	   76.29315	  10.04515	  5616.1
00909.0  	  518.8       	  -2.5	  58	  5603    	  -9.5  	 151.7	   ///./	 1029.4	 330.0  	  667.9 	  3.0    	   58.0    	  -1.9    	  3.57       	 33099.3      	   7.4   	 096    	 ////./       	 ////./       	 ////./        	   76.29309	  10.04515	  5622.3
00910.0  	  518.4       	  -2.5	  58	  5609    	  -9.5  	 151.6	   ///./	 1030.2	 330.0  	  667.4 	  3.0    	   58.1    	  -1.9    	  3.57       	 33100.3      	   7.3   	 095    	 ////./       	 ////./       	 ////./        	   76.29302	  10.04516	  5628.2
00911.0  	  518.0       	  -2.5	  58	  5615    	  -9.5  	 151.5	   ///./	 1031.1	 330.0  	  666.8 	  3.0    	   58.2    	  -1.9    	  3.58       	 33101.3      	   7.3   	 094    	 ////./       	 ////./       	 ////./        	   76.29296	  10.04516	  5634.1
00912.0  	  517.6       	  -2.4	  58	  5621    	  -9.5  	 151.4	   ///./	 1031.9	 330.0  	  666.3 	  3.0    	   58.3    	  -1.9    	  3.58       	 33102.3      	   7.3   	 093    	 ////./       	 ////./       	 ////./        	   76.29289	  10.04516	  5640.0
00913.0  	  517.2       	  -2.4	  58	  5627    	  -9.5  	 151.2	   ///./	 1032.7	 330.0  	  665.7 	  3.0    	   58.3    	  -1.8    	  3.58       	 33103.3      	   7.3   	 092    	 ////./       	 ////./       	 ////./        	   76.29283	  10.04516	  5645.9
00914.0  	  516.8       	  -2.4	  58	  5633    	  -9.5  	 151.1	   ///./	 1033.4	 330.0  	  665.2 	  3.0    	   58.4    	  -1.8    	  3.58       	 33104.3      	   7.3   	 091    	 ////./       	 ////./       	 ////./        	   76.29277	  10.04516	  5651.8
00915.0  	  516.4       	  -2.4	  58	  5639    	  -9.5  	 151.0	   ///./	 1034.3	 330.0  	  664.6 	  3.0    	   58.5    	  -1.8    	  3.58       	 33105.3      	   7.3   	 090    	 ////./       	 ////./       	 ////./        	   76.29270	  10.04516	  5657.9
00916.0  	  516.0       	  -2.4	  58	  5645    	  -9.5  	 150.8	   ///./	 1035.2	 330.0  	  664.0 	  3.0    	   58.6    	  -1.8    	  3.59       	 33106.3      	   7.2   	 090    	 ////./       	 ////./       	 ////./        	   76.29264	  10.04517	  5664.4
00917.0  	  515.6       	  -2.4	  58	  5652    	  -9.5  	 150.7	   ///./	 1036.1	 330.1  	  663.5 	  3.0    	   58.7    	  -1.8    	  3.59       	 33107.3      	   7.2   	 089    	 ////./       	 ////./       	 ////./        	   76.29257	  10.04517	  5671.0
00918.0  	  515.2       	  -2.4	  58	  5658    	  -9.5  	 150.6	   ///./	 1037.0	 330.1  	  662.9 	  3.0    	   58.8    	  -1.8    	  3.59       	 33108.3      	   7.2   	 088    	 ////./       	 ////./       	 ////./        	   76.29251	  10.04517	  5677.5
00919.0  	  514.8       	  -2.4	  58	  5665    	  -9.5  	 150.5	   ///./	 1037.9	 330.1  	  662.5 	  3.0    	   58.9    	  -1.8    	  3.59       	 33109.3      	   7.2   	 087    	 ////./       	 ////./       	 ////./        	   76.29244	  10.04517	  5684.1
00920.0  	  514.4       	  -2.4	  58	  5672    	  -9.5  	 150.4	   ///./	 1038.8	 330.1  	  662.0 	  3.0    	   58.9    	  -1.8    	  3.58       	 33110.3      	   7.1   	 086    	 ////./       	 ////./       	 ////./        	   76.29239	  10.04519	  5690.7
00921.0  	  514.1       	  -2.4	  58	  5677    	  -9.6  	 150.3	   ///./	 1039.6	 330.1  	  661.5 	  3.0    	   59.0    	  -1.8    	  3.58       	 33111.3      	   7.1   	 085    	 ////./       	 ////./       	 ////./        	   76.29233	  10.04520	  5696.4
00922.0  	  513.7       	  -2.4	  57	  5683    	  -9.6  	 150.1	   ///./	 1040.4	 330.1  	  661.0 	  2.9    	   59.1    	  -1.8    	  3.57       	 33112.3      	   7.1   	 084    	 ////./       	 ////./       	 ////./        	   76.29227	  10.04521	  5702.0
00923.0  	  513.3       	  -2.4	  57	  5688    	  -9.7  	 150.0	   ///./	 1041.1	 330.0  	  660.5 	  2.9    	   59.1    	  -1.8    	  3.56       	 33113.3      	   7.0   	 083    	 ////./       	 ////./       	 ////./        	   76.29221	  10.04523	  5707.6
00924.0  	  512.9       	  -2.4	  57	  5694    	  -9.7  	 149.9	   ///./	 1041.9	 330.0  	  660.1 	  2.9    	   59.2    	  -1.8    	  3.55       	 33114.3      	   7.0   	 082    	 ////./       	 ////./       	 ////./        	   76.29216	  10.04524	  5713.3
00925.0  	  512.5       	  -2.4	  57	  5700    	  -9.7  	 149.8	   ///./	 1042.7	 330.0  	  659.6 	  2.9    	   59.3    	  -1.8    	  3.54       	 33115.3      	   7.0   	 081    	 ////./       	 ////./       	 ////./        	   76.29210	  10.04525	  5718.9
00926.0  	  512.1       	  -2.4	  57	  5705    	  -9.8  	 149.7	   ///./	 1043.5	 330.0  	  659.1 	  2.9    	   59.3    	  -1.8    	  3.53       	 33116.3      	   7.0   	 082    	 ////./       	 ////./       	 ////./        	   76.29204	  10.04527	  5724.8
00927.0  	  511.7       	  -2.4	  57	  5712    	  -9.8  	 149.5	   ///./	 1044.4	 330.0  	  658.6 	  2.9    	   59.4    	  -1.8    	  3.52       	 33117.3      	   7.0   	 084    	 ////./       	 ////./       	 ////./        	   76.29199	  10.04528	  5731.3
00928.0  	  511.3       	  -2.4	  56	  5719    	  -9.9  	 149.4	   ///./	 1045.3	 330.0  	  658.1 	  2.9    	   59.5    	  -1.8    	  3.51       	 33118.3      	   6.9   	 085    	 ////./       	 ////./       	 ////./        	   76.29193	  10.04529	  5737.9
00929.0  	  510.9       	  -2.4	  56	  5725    	  -9.9  	 149.3	   ///./	 1046.2	 330.0  	  657.6 	  2.9    	   59.5    	  -1.9    	  3.50       	 33119.3      	   6.9   	 087    	 ////./       	 ////./       	 ////./        	   76.29187	  10.04531	  5744.4
00930.0  	  510.5       	  -2.4	  56	  5732    	 -10.0  	 149.2	   ///./	 1047.1	 330.0  	  657.1 	  2.9    	   59.6    	  -1.9    	  3.49       	 33120.3      	   6.9   	 088    	 ////./       	 ////./       	 ////./        	   76.29181	  10.04532	  5751.0
00931.0  	  510.1       	  -2.4	  56	  5738    	 -10.0  	 149.1	   ///./	 1048.0	 330.0  	  656.5 	  2.8    	   59.7    	  -1.9    	  3.48       	 33121.3      	   6.8   	 089    	 ////./       	 ////./       	 ////./        	   76.29176	  10.04533	  5757.5
00932.0  	  509.6       	  -2.5	  56	  5745    	 -10.1  	 148.9	   ///./	 1048.9	 330.0  	  656.0 	  2.8    	   59.7    	  -1.9    	  3.46       	 33122.3      	   6.8   	 091    	 ////./       	 ////./       	 ////./        	   76.29170	  10.04535	  5764.1
00933.0  	  509.2       	  -2.5	  55	  5751    	 -10.2  	 148.8	   ///./	 1049.9	 330.0  	  655.6 	  2.8    	   59.7    	  -1.9    	  3.45       	 33123.3      	   6.8   	 092    	 ////./       	 ////./       	 ////./        	   76.29164	  10.04536	  5770.8
00934.0  	  508.8       	  -2.5	  55	  5758    	 -10.2  	 148.7	   ///./	 1050.8	 330.0  	  655.1 	  2.8    	   59.8    	  -2.0    	  3.43       	 33124.3      	   6.7   	 094    	 ////./       	 ////./       	 ////./        	   76.29158	  10.04537	  5777.5
00935.0  	  508.4       	  -2.6	  55	  5765    	 -10.3  	 148.6	   ///./	 1051.7	 329.9  	  654.7 	  2.8    	   59.8    	  -2.0    	  3.41       	 33125.3      	   6.7   	 095    	 ////./       	 ////./       	 ////./        	   76.29153	  10.04539	  5784.2
00936.0  	  507.9       	  -2.6	  55	  5771    	 -10.4  	 148.5	   ///./	 1052.7	 329.9  	  654.2 	  2.8    	   59.8    	  -2.1    	  3.39       	 33126.3      	   6.7   	 097    	 ////./       	 ////./       	 ////./        	   76.29147	  10.04540	  5790.8
00937.0  	  507.6       	  -2.7	  55	  5778    	 -10.5  	 148.4	   ///./	 1053.6	 329.9  	  653.8 	  2.7    	   59.9    	  -2.1    	  3.38       	 33127.3      	   6.7   	 099    	 ////./       	 ////./       	 ////./        	   76.29141	  10.04541	  5797.5
00938.0  	  507.2       	  -2.7	  55	  5784    	 -10.5  	 148.3	   ///./	 1054.5	 329.9  	  653.4 	  2.7    	   59.9    	  -2.1    	  3.36       	 33128.3      	   6.6   	 100    	 ////./       	 ////./       	 ////./        	   76.29136	  10.04543	  5803.7
00939.0  	  506.8       	  -2.7	  54	  5790    	 -10.6  	 148.2	   ///./	 1055.4	 329.8  	  653.0 	  2.7    	   59.9    	  -2.2    	  3.34       	 33129.3      	   6.6   	 102    	 ////./       	 ////./       	 ////./        	   76.29130	  10.04544	  5809.8
00940.0  	  506.4       	  -2.8	  54	  5796    	 -10.7  	 148.1	   ///./	 1056.2	 329.8  	  652.6 	  2.7    	   59.9    	  -2.2    	  3.33       	 33130.3      	   6.6   	 103    	 ////./       	 ////./       	 ////./        	   76.29124	  10.04545	  5815.8
00941.0  	  506.0       	  -2.8	  54	  5802    	 -10.7  	 148.0	   ///./	 1057.1	 329.8  	  652.1 	  2.7    	   60.0    	  -2.3    	  3.31       	 33131.3      	   6.5   	 105    	 ////./       	 ////./       	 ////./        	   76.29118	  10.04547	  5821.9
00942.0  	  505.6       	  -2.8	  54	  5808    	 -10.8  	 147.9	   ///./	 1057.9	 329.8  	  651.7 	  2.7    	   60.0    	  -2.3    	  3.29       	 33132.3      	   6.5   	 106    	 ////./       	 ////./       	 ////./        	   76.29113	  10.04548	  5827.9
00943.0  	  505.2       	  -2.9	  54	  5814    	 -10.9  	 147.8	   ///./	 1058.8	 329.7  	  651.3 	  2.7    	   60.0    	  -2.3    	  3.28       	 33133.3      	   6.5   	 108    	 ////./       	 ////./       	 ////./        	   76.29107	  10.04549	  5834.0
00944.0  	  504.8       	  -2.9	  54	  5821    	 -11.0  	 147.7	   ///./	 1059.7	 329.7  	  650.9 	  2.6    	   60.1    	  -2.4    	  3.26       	 33134.3      	   6.4   	 110    	 ////./       	 ////./       	 ////./        	   76.29101	  10.04551	  5840.3
00945.0  	  504.4       	  -3.0	  53	  5827    	 -11.0  	 147.6	   ///./	 1060.5	 329.7  	  650.5 	  2.6    	   60.1    	  -2.4    	  3.24       	 33135.3      	   6.4   	 111    	 ////./       	 ////./       	 ////./        	   76.29096	  10.04552	  5846.6
00946.0  	  504.0       	  -3.0	  53	  5833    	 -11.1  	 147.5	   ///./	 1061.4	 329.7  	  650.0 	  2.6    	   60.1    	  -2.5    	  3.23       	 33136.3      	   6.5   	 111    	 ////./       	 ////./       	 ////./        	   76.29090	  10.04553	  5852.9
00947.0  	  503.6       	  -3.0	  53	  5839    	 -11.2  	 147.4	   ///./	 1062.3	 329.7  	  649.6 	  2.6    	   60.1    	  -2.5    	  3.21       	 33137.3      	   6.5   	 110    	 ////./       	 ////./       	 ////./        	   76.29084	  10.04554	  5859.2
00948.0  	  503.2       	  -3.1	  53	  5846    	 -11.2  	 147.3	   ///./	 1063.2	 329.6  	  649.2 	  2.6    	   60.2    	  -2.5    	  3.20       	 33138.3      	   6.6   	 110    	 ////./       	 ////./       	 ////./        	   76.29078	  10.04556	  5865.5
00949.0  	  502.8       	  -3.1	  53	  5852    	 -11.3  	 147.2	   ///./	 1064.0	 329.6  	  648.8 	  2.6    	   60.2    	  -2.6    	  3.18       	 33139.3      	   6.6   	 110    	 ////./       	 ////./       	 ////./        	   76.29072	  10.04557	  5871.5
00950.0  	  502.5       	  -3.1	  53	  5858    	 -11.4  	 147.1	   ///./	 1064.9	 329.6  	  648.4 	  2.6    	   60.2    	  -2.6    	  3.17       	 33140.3      	   6.7   	 109    	 ////./       	 ////./       	 ////./        	   76.29065	  10.04558	  5877.5
00951.0  	  502.1       	  -3.2	  53	  5863    	 -11.4  	 147.0	   ///./	 1065.7	 329.6  	  648.0 	  2.5    	   60.3    	  -2.7    	  3.15       	 33141.3      	   6.7   	 109    	 ////./       	 ////./       	 ////./        	   76.29059	  10.04560	  5883.4
