Time [mm:ss]	UTC Time [hh:mm:ss]	Range [m]	Vertical Speed [m/s]	Horizontal Speed [m/s]	Longitude [°]	Latitude [°]	Altitude [m]
59:31.2     	09:56:00.6         	8867.6   	-18.3               	4.9                   	76.32604     	10.0838     	7606.2
59:32.0     	09:56:01.4         	8852.5   	-18.4               	5.0                   	76.32599     	10.0838     	7587.7
59:34.0     	09:56:03.4         	8821.7   	-18.4               	5.5                   	76.32590     	10.0838     	7550.6
59:35.2     	09:56:04.6         	8806.5   	-18.2               	4.6                   	76.32585     	10.0838     	7532.5
59:37.2     	09:56:06.6         	8776.9   	-17.6               	2.4                   	76.32581     	10.0838     	7496.9
59:38.1     	09:56:07.5         	8762.6   	-17.9               	4.7                   	76.32577     	10.0838     	7479.1
59:39.2     	09:56:08.6         	4645.6   	-18.4               	5.2                   	76.32573     	10.0838     	0.0
59:40.1     	09:56:09.5         	8733.0   	-18.6               	4.7                   	76.32569     	10.0838     	7441.6
59:41.2     	09:56:10.6         	8718.0   	-18.8               	5.2                   	76.32564     	10.0838     	7422.3
59:42.1     	09:56:11.5         	8703.0   	-18.5               	4.5                   	76.32560     	10.0839     	7403.5
59:43.3     	09:56:12.7         	8688.3   	-18.1               	3.0                   	76.32557     	10.0839     	7385.0
59:44.1     	09:56:13.5         	8674.1   	-17.8               	1.6                   	76.32555     	10.0839     	7367.0
59:45.3     	09:56:14.7         	8658.8   	-18.0               	2.4                   	76.32554     	10.0839     	7348.6
59:46.1     	09:56:15.5         	8642.2   	-18.1               	3.3                   	76.32553     	10.0839     	7330.4
59:47.0     	09:56:16.4         	8626.1   	-17.9               	4.2                   	76.32550     	10.0838     	7312.9
59:48.1     	09:56:17.5         	8610.1   	-17.7               	2.6                   	76.32548     	10.0838     	7295.3
59:49.1     	09:56:18.5         	8594.4   	-17.6               	3.4                   	76.32546     	10.0838     	7277.7
59:51.1     	09:56:20.4         	8563.6   	-17.6               	2.9                   	76.32541     	10.0838     	7242.0
59:52.2     	09:56:21.5         	8548.3   	-17.1               	2.8                   	76.32540     	10.0838     	7224.7
59:53.1     	09:56:22.5         	8532.2   	-16.6               	5.4                   	76.32539     	10.0837     	7207.9
59:55.1     	09:56:24.4         	8498.5   	-16.0               	7.7                   	76.32534     	10.0836     	7175.4
59:56.2     	09:56:25.5         	8481.4   	-15.8               	8.7                   	76.32531     	10.0835     	7159.5
59:58.2     	09:56:27.6         	---      	---                 	---                   	---          	---         	---
59:59.1     	09:56:28.5         	8429.6   	-15.6               	9.3                   	76.32519     	10.0833     	7112.3
60:00.2     	09:56:29.6         	8412.4   	-15.5               	9.4                   	76.32515     	10.0832     	7096.8
60:01.2     	09:56:30.5         	8395.4   	-15.4               	9.5                   	76.32510     	10.0832     	7081.2
60:02.1     	09:56:31.4         	8378.7   	-15.6               	9.8                   	76.32505     	10.0831     	7065.6
60:03.2     	09:56:32.5         	8362.6   	-15.7               	9.9                   	76.32498     	10.0830     	7050.0
60:05.2     	09:56:34.5         	8333.6   	-16.0               	9.2                   	76.32482     	10.0830     	7018.2
60:06.2     	09:56:35.5         	8321.0   	-16.2               	8.1                   	76.32474     	10.0830     	7002.1
60:07.3     	09:56:36.6         	8309.5   	-16.2               	7.1                   	76.32468     	10.0830     	6985.9
60:08.2     	09:56:37.5         	8298.9   	-16.0               	6.8                   	76.32462     	10.0830     	6969.9
60:10.2     	09:56:39.5         	8278.9   	-15.6               	7.0                   	76.32453     	10.0831     	6938.6
60:11.3     	09:56:40.6         	8269.3   	-15.4               	7.5                   	76.32448     	10.0832     	6923.1
60:12.2     	09:56:41.5         	8259.4   	-15.5               	8.2                   	76.32442     	10.0832     	6907.5
60:13.3     	09:56:42.6         	---      	---                 	---                   	---          	---         	---
60:14.2     	09:56:43.5         	8238.5   	-15.5               	9.3                   	76.32427     	10.0832     	6876.4
60:15.1     	09:56:44.4         	8228.0   	-15.4               	9.5                   	76.32418     	10.0833     	6861.0
60:16.2     	09:56:45.5         	8217.7   	-15.3               	9.8                   	76.32410     	10.0833     	6845.6
60:17.3     	09:56:46.6         	8207.5   	-15.3               	9.9                   	76.32401     	10.0833     	6830.3
60:18.2     	09:56:47.5         	8197.2   	-15.3               	10.3                  	76.32392     	10.0833     	6815.0
60:19.1     	09:56:48.4         	8186.8   	-15.3               	10.8                  	76.32382     	10.0834     	6799.7
60:20.2     	09:56:49.5         	8175.8   	-15.4               	11.3                  	76.32372     	10.0834     	6784.3
60:21.1     	09:56:50.4         	8164.5   	-15.4               	11.5                  	76.32361     	10.0834     	6768.9
60:22.3     	09:56:51.6         	8153.3   	-15.5               	11.1                  	76.32351     	10.0834     	6753.4
60:23.1     	09:56:52.4         	8142.7   	-15.5               	10.6                  	76.32341     	10.0834     	6737.8
60:24.3     	09:56:53.6         	8132.7   	-15.5               	10.1                  	76.32332     	10.0834     	6722.2
60:25.1     	09:56:54.4         	8123.1   	-15.5               	9.1                   	76.32324     	10.0834     	6706.6
60:26.3     	09:56:55.6         	8113.5   	-15.6               	7.3                   	76.32317     	10.0835     	6691.0
60:27.1     	09:56:56.4         	8102.9   	-15.9               	4.3                   	76.32313     	10.0835     	6675.2
60:28.3     	09:56:57.6         	8090.8   	0.0                 	2.4                   	76.32310     	10.0835     	6659.2
60:29.2     	09:56:58.5         	8077.2   	-15.9               	2.8                   	76.32309     	10.0835     	6643.2
60:30.1     	09:56:59.4         	8063.0   	-15.8               	3.2                   	76.32307     	10.0835     	6627.4
60:31.2     	09:57:00.5         	8048.8   	-15.6               	3.0                   	76.32306     	10.0835     	6611.8
60:32.1     	09:57:01.4         	8034.5   	-15.5               	3.3                   	76.32306     	10.0834     	6596.4
60:33.2     	09:57:02.5         	8020.0   	-15.4               	4.3                   	76.32305     	10.0834     	6580.9
60:34.1     	09:57:03.4         	8005.0   	-15.5               	5.6                   	76.32303     	10.0834     	6565.4
60:35.2     	09:57:04.5         	7989.5   	-15.6               	7.3                   	76.32300     	10.0833     	6549.7
60:36.1     	09:57:05.4         	7973.7   	-15.6               	8.6                   	76.32295     	10.0832     	6534.0
60:37.2     	09:57:06.5         	7957.8   	-15.5               	9.1                   	76.32290     	10.0832     	6518.3
60:38.1     	09:57:07.4         	7941.9   	-15.5               	9.6                   	76.32284     	10.0831     	6502.6
60:39.2     	09:57:08.5         	7926.6   	-15.5               	10.1                  	76.32277     	10.0831     	6487.2
60:40.1     	09:57:09.4         	7912.3   	-15.5               	10.7                  	76.32269     	10.0830     	6471.7
60:41.2     	09:57:10.6         	7898.8   	-15.3               	11.0                  	76.32260     	10.0830     	6456.3
60:42.1     	09:57:11.5         	4617.1   	0.0                 	10.9                  	76.32250     	10.0829     	0.0
60:43.2     	09:57:12.6         	7872.8   	-15.2               	11.2                  	76.32241     	10.0829     	6425.6
60:44.1     	09:57:13.5         	7860.3   	-15.2               	11.2                  	76.32231     	10.0829     	6410.3
60:45.0     	09:57:14.4         	7848.2   	-15.3               	11.3                  	76.32221     	10.0829     	6394.9
60:46.2     	09:57:15.5         	7836.8   	-15.5               	11.5                  	76.32210     	10.0829     	6379.5
60:47.1     	09:57:16.4         	7826.1   	-15.5               	11.8                  	76.32199     	10.0829     	6363.9
60:48.2     	09:57:17.5         	7816.0   	-15.4               	12.0                  	76.32188     	10.0829     	6348.5
60:49.2     	09:57:18.5         	7806.1   	-15.4               	12.2                  	76.32177     	10.0829     	6333.1
60:50.2     	09:57:19.5         	7796.1   	-15.3               	12.2                  	76.32166     	10.0829     	6317.6
60:51.1     	09:57:20.4         	7785.8   	-15.4               	11.8                  	76.32155     	10.0829     	6302.2
60:52.3     	09:57:21.6         	7775.0   	-15.4               	11.7                  	76.32144     	10.0829     	6286.8
60:53.2     	09:57:22.5         	7764.3   	-15.4               	11.9                  	76.32133     	10.0829     	6271.3
60:55.2     	09:57:24.5         	7745.7   	-15.7               	12.5                  	76.32111     	10.0829     	6240.0
60:56.3     	09:57:25.6         	7738.0   	-15.8               	11.9                  	76.32101     	10.0830     	6224.1
60:57.2     	09:57:26.5         	7730.8   	-15.7               	10.6                  	76.32093     	10.0831     	6208.4
60:58.0     	09:57:27.3         	7723.7   	-15.5               	9.3                   	76.32086     	10.0831     	6192.9
60:59.2     	09:57:28.5         	7716.5   	-15.3               	8.6                   	76.32081     	10.0832     	6177.5
61:00.1     	09:57:29.4         	7709.2   	-15.2               	8.2                   	76.32077     	10.0832     	6162.3
61:01.2     	09:57:30.5         	7702.1   	-15.1               	8.4                   	76.32072     	10.0833     	6147.3
61:02.1     	09:57:31.4         	7694.9   	-15.1               	7.9                   	76.32068     	10.0834     	6132.2
61:03.2     	09:57:32.5         	7687.4   	-15.1               	7.2                   	76.32064     	10.0834     	6117.1
61:04.1     	09:57:33.4         	7679.5   	-15.2               	6.5                   	76.32061     	10.0835     	6101.9
61:05.2     	09:57:34.5         	7670.9   	-15.3               	5.3                   	76.32058     	10.0835     	6086.5
61:07.3     	09:57:36.6         	7650.2   	-15.6               	2.6                   	76.32054     	10.0836     	6055.3
61:08.1     	09:57:37.4         	7637.9   	-15.7               	4.4                   	76.32051     	10.0836     	6039.6
61:09.3     	09:57:38.6         	7624.8   	-15.4               	6.1                   	76.32047     	10.0835     	6024.0
61:10.1     	09:57:39.4         	7611.6   	-15.3               	6.2                   	76.32043     	10.0835     	6008.6
61:11.0     	09:57:40.3         	7598.3   	-15.1               	5.9                   	76.32038     	10.0835     	5993.5
61:12.2     	09:57:41.5         	7585.1   	-15.0               	6.0                   	76.32034     	10.0834     	5978.5
61:13.1     	09:57:42.4         	7571.7   	-15.1               	7.5                   	76.32029     	10.0834     	5963.3
61:14.2     	09:57:43.5         	7558.7   	-15.4               	9.4                   	76.32022     	10.0834     	5947.9
61:17.1     	09:57:46.5         	7523.2   	-16.8               	6.1                   	76.32001     	10.0834     	5898.3
61:18.2     	09:57:47.6         	7511.4   	-17.2               	7.4                   	76.31994     	10.0834     	5880.8
61:19.1     	09:57:48.5         	7500.4   	-17.4               	8.7                   	76.31987     	10.0834     	5863.1
61:20.2     	09:57:49.6         	7491.5   	-16.3               	10.1                  	76.31979     	10.0834     	5846.4
61:21.1     	09:57:50.5         	7483.8   	-15.7               	8.9                   	76.31971     	10.0835     	5830.3
61:22.2     	09:57:51.6         	7475.0   	-15.7               	5.5                   	76.31966     	10.0835     	5814.3
61:23.1     	09:57:52.5         	7464.0   	-15.7               	5.0                   	76.31961     	10.0835     	5798.4
61:24.3     	09:57:53.6         	7451.8   	-15.5               	6.7                   	76.31956     	10.0835     	5782.5
61:25.2     	09:57:54.5         	7439.2   	-15.3               	8.7                   	76.31950     	10.0835     	5766.8
61:26.1     	09:57:55.4         	4758.1   	-15.2               	10.4                  	76.31942     	10.0834     	0.0
61:27.2     	09:57:56.5         	7416.7   	-15.0               	11.6                  	76.31931     	10.0834     	5736.1
61:28.1     	09:57:57.4         	7407.2   	-15.0               	12.3                  	76.31920     	10.0834     	5721.0
61:29.2     	09:57:58.5         	7398.9   	-14.9               	12.4                  	76.31909     	10.0834     	5705.9
61:30.1     	09:57:59.4         	7391.9   	-14.7               	12.4                  	76.31898     	10.0835     	5691.0
61:31.2     	09:58:00.5         	7385.6   	-14.5               	12.4                  	76.31887     	10.0835     	5676.4
61:32.1     	09:58:01.4         	7379.4   	-14.4               	12.5                  	76.31876     	10.0835     	5661.8
61:33.2     	09:58:02.5         	7373.1   	-14.4               	12.4                  	76.31865     	10.0836     	5647.3
61:34.2     	09:58:03.5         	7366.9   	-14.4               	12.0                  	76.31855     	10.0836     	5632.8
61:35.3     	09:58:04.6         	7361.1   	-14.5               	10.8                  	76.31845     	10.0837     	5618.4
61:36.2     	09:58:05.5         	7354.9   	-14.9               	8.5                   	76.31838     	10.0837     	5603.6
61:37.3     	09:58:06.6         	7347.9   	-15.0               	6.6                   	76.31833     	10.0838     	5588.5
61:39.0     	09:58:08.3         	7330.5   	-15.2               	2.2                   	76.31828     	10.0838     	5558.3
61:40.2     	09:58:09.5         	7319.3   	-15.1               	3.5                   	76.31826     	10.0838     	5543.1
61:41.0     	09:58:10.3         	7307.0   	-15.0               	5.1                   	76.31823     	10.0838     	5528.0
61:42.2     	09:58:11.5         	7294.1   	-14.8               	6.0                   	76.31819     	10.0838     	5513.0
61:43.1     	09:58:12.4         	7281.0   	-14.7               	7.1                   	76.31815     	10.0837     	5498.1
61:44.2     	09:58:13.5         	7268.0   	-14.8               	9.1                   	76.31809     	10.0837     	5483.2
61:45.1     	09:58:14.4         	7255.9   	-15.0               	10.8                  	76.31801     	10.0836     	5468.2
61:47.1     	09:58:16.4         	7235.2   	-15.0               	12.2                  	76.31780     	10.0836     	5438.1
61:48.2     	09:58:17.5         	4830.8   	-14.8               	12.3                  	76.31769     	10.0836     	0.0
61:51.1     	09:58:20.5         	7205.7   	-14.7               	9.7                   	76.31738     	10.0836     	5378.9
61:52.1     	09:58:21.4         	7198.6   	-14.8               	7.3                   	76.31731     	10.0837     	5364.1
61:53.2     	09:58:22.5         	7191.0   	-14.8               	5.6                   	76.31726     	10.0837     	5349.2
61:54.1     	09:58:23.4         	7183.0   	-14.6               	4.8                   	76.31722     	10.0837     	5334.4
61:55.2     	09:58:24.5         	7175.3   	-14.6               	5.4                   	76.31719     	10.0838     	5319.8
61:56.1     	09:58:25.4         	7168.0   	-14.5               	5.5                   	76.31715     	10.0838     	5305.2
61:57.2     	09:58:26.5         	7160.6   	-14.5               	4.9                   	76.31712     	10.0838     	5290.7
61:58.1     	09:58:27.4         	7152.9   	-14.5               	4.1                   	76.31710     	10.0839     	5276.2
62:00.1     	09:58:29.4         	7135.6   	-14.2               	1.5                   	76.31707     	10.0839     	5247.4
62:01.2     	09:58:30.5         	7125.7   	-14.3               	0.8                   	76.31706     	10.0839     	5233.1
62:02.2     	09:58:31.5         	7114.8   	-14.4               	1.8                   	76.31706     	10.0839     	5218.7
62:03.3     	09:58:32.6         	7103.3   	-14.4               	2.6                   	76.31705     	10.0839     	5204.3
62:04.2     	09:58:33.5         	7091.5   	-14.4               	3.2                   	76.31704     	10.0839     	5189.9
62:05.3     	09:58:34.6         	7079.3   	-14.5               	4.3                   	76.31702     	10.0838     	5175.4
62:06.2     	09:58:35.5         	7067.0   	-14.4               	6.0                   	76.31699     	10.0838     	5160.9
62:07.1     	09:58:36.4         	4876.0   	0.0                 	6.8                   	76.31695     	10.0838     	0.0
62:08.2     	09:58:37.5         	7042.3   	-14.3               	7.6                   	76.31690     	10.0837     	5131.8
62:09.1     	09:58:38.4         	7030.2   	-14.3               	8.1                   	76.31684     	10.0837     	5117.3
62:10.2     	09:58:39.5         	7018.3   	-14.3               	8.6                   	76.31678     	10.0836     	5102.8
62:11.1     	09:58:40.4         	7007.1   	-14.5               	9.6                   	76.31670     	10.0836     	5088.2
62:12.2     	09:58:41.5         	6997.1   	-14.7               	10.3                  	76.31661     	10.0836     	5073.4
62:13.1     	09:58:42.4         	6988.6   	-14.8               	10.4                  	76.31652     	10.0836     	5058.6
62:14.2     	09:58:43.5         	6981.4   	-14.7               	10.0                  	76.31643     	10.0836     	5043.7
62:15.1     	09:58:44.4         	6975.1   	-14.7               	9.3                   	76.31634     	10.0836     	5028.9
62:16.2     	09:58:45.5         	6969.0   	-14.7               	7.6                   	76.31627     	10.0836     	5014.2
62:17.1     	09:58:46.4         	6962.4   	-14.5               	5.9                   	76.31622     	10.0837     	4999.5
62:18.2     	09:58:47.5         	6954.9   	-14.5               	4.1                   	76.31618     	10.0837     	4984.9
62:19.2     	09:58:48.5         	6946.5   	-14.5               	2.9                   	76.31616     	10.0837     	4970.4
62:20.3     	09:58:49.6         	6937.2   	-14.4               	2.2                   	76.31614     	10.0837     	4955.8
62:22.0     	09:58:51.4         	6915.5   	-14.4               	5.1                   	76.31609     	10.0837     	4926.9
62:23.2     	09:58:52.6         	6902.9   	-14.5               	7.1                   	76.31606     	10.0836     	4912.4
62:25.2     	09:58:54.6         	6876.3   	-14.4               	9.0                   	76.31597     	10.0835     	4883.3
62:26.0     	09:58:55.4         	6862.7   	-14.4               	10.3                  	76.31591     	10.0835     	4868.7
62:27.2     	09:58:56.6         	6849.2   	-14.4               	11.3                  	76.31584     	10.0834     	4854.1
62:28.1     	09:58:57.5         	6835.7   	-14.4               	11.0                  	76.31577     	10.0833     	4839.6
62:29.2     	09:58:58.6         	6822.3   	-14.3               	11.2                  	76.31570     	10.0832     	4825.1
62:30.1     	09:58:59.5         	6809.1   	-14.3               	12.0                  	76.31562     	10.0832     	4810.6
62:31.2     	09:59:00.6         	6796.6   	-14.4               	12.8                  	76.31553     	10.0831     	4796.2
62:34.1     	09:59:03.5         	6767.8   	-14.8               	11.5                  	76.31520     	10.0830     	4751.9
62:35.0     	09:59:04.4         	6760.8   	-14.8               	9.9                   	76.31511     	10.0830     	4737.0
62:36.1     	09:59:05.5         	6753.8   	-14.8               	7.6                   	76.31503     	10.0830     	4722.2
62:37.0     	09:59:06.4         	6746.4   	-14.7               	6.3                   	76.31497     	10.0830     	4707.4
62:38.1     	09:59:07.5         	6738.6   	-14.6               	5.4                   	76.31491     	10.0830     	4692.7
62:39.0     	09:59:08.4         	6730.2   	-14.4               	4.4                   	76.31487     	10.0830     	4678.1
62:40.2     	09:59:09.6         	6720.8   	-14.4               	4.3                   	76.31483     	10.0830     	4663.6
62:41.1     	09:59:10.4         	6710.3   	-14.5               	5.4                   	76.31479     	10.0830     	4649.1
62:42.2     	09:59:11.5         	6699.0   	-14.3               	5.9                   	76.31476     	10.0830     	4634.7
62:43.2     	09:59:12.5         	6687.4   	-14.4               	7.5                   	76.31471     	10.0829     	4620.3
62:44.3     	09:59:13.6         	6675.8   	-14.5               	10.1                  	76.31465     	10.0829     	4605.8
62:45.2     	09:59:14.5         	6665.3   	-14.6               	12.0                  	76.31456     	10.0828     	4591.1
62:46.3     	09:59:15.6         	6656.2   	-14.5               	13.3                  	76.31445     	10.0828     	4576.4
62:47.2     	09:59:16.5         	6648.4   	-14.4               	14.1                  	76.31432     	10.0828     	4561.9
62:48.3     	09:59:17.6         	6641.5   	-14.2               	14.5                  	76.31419     	10.0828     	4547.5
62:49.2     	09:59:18.5         	6635.4   	-14.1               	14.5                  	76.31406     	10.0828     	4533.3
62:50.1     	09:59:19.4         	6629.9   	-14.0               	14.4                  	76.31393     	10.0827     	4519.2
62:51.2     	09:59:20.5         	6625.1   	-14.0               	13.7                  	76.31380     	10.0828     	4505.0
62:52.1     	09:59:21.4         	6620.9   	-14.1               	12.6                  	76.31368     	10.0828     	4490.8
62:53.2     	09:59:22.5         	6617.2   	-14.2               	10.9                  	76.31357     	10.0828     	4476.5
62:54.1     	09:59:23.4         	6613.1   	-14.3               	8.5                   	76.31349     	10.0828     	4462.2
62:55.3     	09:59:24.6         	6608.4   	-14.2               	7.3                   	76.31343     	10.0829     	4447.9
62:56.2     	09:59:25.5         	6603.7   	-14.1               	7.0                   	76.31338     	10.0829     	4433.8
62:57.3     	09:59:26.6         	6598.7   	-13.8               	6.0                   	76.31333     	10.0829     	4419.8
62:58.2     	09:59:27.5         	6593.0   	-13.8               	4.9                   	76.31329     	10.0830     	4405.9
62:59.3     	09:59:28.6         	6586.1   	-13.9               	3.7                   	76.31325     	10.0830     	4392.0
63:00.2     	09:59:29.5         	6577.8   	-14.0               	3.9                   	76.31322     	10.0830     	4378.1
63:01.3     	09:59:30.6         	6568.4   	-14.0               	5.1                   	76.31318     	10.0830     	4364.1
63:02.2     	09:59:31.5         	6558.2   	-14.0               	7.5                   	76.31314     	10.0829     	4350.0
63:03.3     	09:59:32.6         	6547.9   	-13.9               	9.3                   	76.31307     	10.0829     	4335.9
63:04.2     	09:59:33.5         	6537.9   	-13.9               	10.3                  	76.31300     	10.0828     	4321.9
63:05.1     	09:59:34.4         	6528.5   	-13.8               	11.4                  	76.31291     	10.0828     	4308.0
63:06.2     	09:59:35.5         	---      	---                 	---                   	---          	---         	---
63:07.1     	09:59:36.4         	6513.1   	-13.8               	12.8                  	76.31269     	10.0827     	4280.3
63:08.2     	09:59:37.5         	6507.5   	-14.0               	12.8                  	76.31258     	10.0827     	4266.3
63:09.1     	09:59:38.4         	6503.3   	-14.1               	12.3                  	76.31246     	10.0827     	4252.1
63:10.2     	09:59:39.5         	6500.4   	-14.2               	11.3                  	76.31236     	10.0828     	4237.9
63:11.1     	09:59:40.4         	6497.7   	-14.1               	9.9                   	76.31227     	10.0828     	4223.7
63:12.3     	09:59:41.6         	6494.7   	-14.1               	8.3                   	76.31220     	10.0829     	4209.5
63:13.1     	09:59:42.4         	6491.1   	-13.9               	6.9                   	76.31215     	10.0829     	4195.4
63:14.3     	09:59:43.6         	---      	---                 	---                   	---          	---         	---
63:15.1     	09:59:44.5         	6481.6   	-13.8               	4.5                   	76.31207     	10.0830     	4167.6
63:16.3     	09:59:45.7         	6475.2   	-13.9               	3.6                   	76.31204     	10.0830     	4153.7
63:17.1     	09:59:46.5         	6467.3   	-13.8               	4.5                   	76.31201     	10.0830     	4139.8
63:18.3     	09:59:47.7         	6458.6   	-13.8               	5.9                   	76.31196     	10.0830     	4125.8
63:19.1     	09:59:48.5         	6449.6   	-13.6               	7.5                   	76.31191     	10.0829     	4112.0
63:20.0     	09:59:49.4         	6440.8   	-13.7               	8.9                   	76.31184     	10.0829     	4098.3
63:21.2     	09:59:50.6         	6433.1   	-13.9               	10.3                  	76.31176     	10.0829     	4084.4
63:22.1     	09:59:51.5         	6427.3   	-13.9               	11.1                  	76.31166     	10.0829     	4070.3
63:23.2     	09:59:52.6         	6423.4   	-13.7               	11.2                  	76.31156     	10.0829     	4056.4
63:25.2     	09:59:54.6         	6418.4   	-13.3               	11.0                  	76.31136     	10.0829     	4029.3
63:26.1     	09:59:55.5         	6416.4   	-13.3               	10.5                  	76.31127     	10.0830     	4016.0
63:27.2     	09:59:56.6         	6414.2   	-13.5               	8.6                   	76.31119     	10.0830     	4002.6
63:28.1     	09:59:57.5         	6411.0   	-13.8               	6.2                   	76.31114     	10.0830     	3988.9
63:29.2     	09:59:58.6         	6405.9   	-13.9               	3.8                   	76.31110     	10.0831     	3975.0
63:30.1     	09:59:59.5         	6398.9   	-13.9               	3.1                   	76.31107     	10.0831     	3961.0
63:31.0     	10:00:00.4         	6390.7   	-13.9               	5.0                   	76.31104     	10.0831     	3947.0
63:32.1     	10:00:01.5         	6382.4   	-13.8               	7.5                   	76.31099     	10.0830     	3933.1
63:33.0     	10:00:02.4         	6375.2   	-13.7               	9.1                   	76.31091     	10.0830     	3919.3
63:34.2     	10:00:03.5         	6369.6   	-13.9               	9.6                   	76.31083     	10.0830     	3905.2
63:35.1     	10:00:04.4         	6366.1   	-14.0               	9.5                   	76.31074     	10.0830     	3891.1
63:36.3     	10:00:05.6         	6364.0   	-13.8               	9.2                   	76.31067     	10.0831     	3877.2
63:37.2     	10:00:06.5         	6362.4   	-13.7               	8.2                   	76.31061     	10.0831     	3863.3
63:38.3     	10:00:07.6         	6360.5   	-13.5               	7.4                   	76.31057     	10.0832     	3849.7
63:39.2     	10:00:08.5         	6358.0   	-13.5               	6.5                   	76.31054     	10.0832     	3836.2
63:40.3     	10:00:09.6         	6354.5   	-13.4               	4.7                   	76.31052     	10.0833     	3822.7
63:41.2     	10:00:10.5         	6349.1   	-13.8               	2.5                   	76.31050     	10.0833     	3809.0
63:42.3     	10:00:11.6         	6342.2   	-13.9               	4.1                   	76.31048     	10.0833     	3795.1
63:43.2     	10:00:12.5         	6334.9   	-13.8               	6.4                   	76.31043     	10.0833     	3781.2
63:44.3     	10:00:13.6         	6328.2   	-13.6               	7.9                   	76.31037     	10.0833     	3767.4
63:45.2     	10:00:14.5         	6322.6   	-13.4               	9.2                   	76.31029     	10.0833     	3753.7
63:46.1     	10:00:15.4         	6318.0   	-13.3               	9.9                   	76.31020     	10.0833     	3740.1
63:47.2     	10:00:16.5         	6314.3   	-13.2               	10.5                  	76.31011     	10.0833     	3726.7
63:48.1     	10:00:17.4         	6311.3   	-13.2               	10.7                  	76.31001     	10.0833     	3713.3
63:49.2     	10:00:18.5         	6309.3   	-13.4               	10.3                  	76.30992     	10.0833     	3699.8
63:50.1     	10:00:19.4         	6308.2   	-13.4               	9.4                   	76.30984     	10.0834     	3686.4
63:51.3     	10:00:20.6         	6307.2   	-13.4               	8.3                   	76.30978     	10.0834     	3672.9
63:52.1     	10:00:21.4         	6305.6   	-13.4               	7.0                   	76.30973     	10.0835     	3659.5
63:53.3     	10:00:22.6         	6303.1   	-13.4               	5.5                   	76.30970     	10.0835     	3646.1
63:54.1     	10:00:23.4         	6299.2   	-13.3               	3.7                   	76.30969     	10.0836     	3632.7
63:55.3     	10:00:24.6         	6293.9   	-13.3               	1.8                   	76.30968     	10.0836     	3619.4
63:56.1     	10:00:25.4         	6287.2   	-13.3               	1.0                   	76.30967     	10.0836     	3606.1
63:57.3     	10:00:26.6         	6279.6   	-13.2               	2.0                   	76.30966     	10.0836     	3592.6
63:58.2     	10:00:27.5         	6271.7   	-13.2               	3.7                   	76.30964     	10.0836     	3579.4
63:59.3     	10:00:28.6         	6263.9   	-13.1               	5.6                   	76.30960     	10.0835     	3566.2
64:00.2     	10:00:29.5         	6256.6   	-13.1               	7.1                   	76.30955     	10.0835     	3553.0
64:01.1     	10:00:30.4         	6249.9   	-13.0               	8.1                   	76.30949     	10.0835     	3539.9
64:02.2     	10:00:31.5         	6244.3   	-13.3               	9.0                   	76.30941     	10.0835     	3526.6
64:03.1     	10:00:32.4         	6240.3   	-13.4               	9.1                   	76.30933     	10.0835     	3513.1
64:04.2     	10:00:33.5         	6238.0   	-13.4               	8.3                   	76.30925     	10.0835     	3499.6
64:05.1     	10:00:34.4         	6236.1   	-13.2               	7.0                   	76.30919     	10.0835     	3486.3
64:06.2     	10:00:35.5         	6233.6   	-13.1               	5.1                   	76.30915     	10.0836     	3473.1
64:07.1     	10:00:36.4         	6229.5   	-13.1               	2.6                   	76.30913     	10.0836     	3460.0
64:08.2     	10:00:37.5         	6223.6   	-13.2               	1.0                   	76.30912     	10.0836     	3446.7
64:09.1     	10:00:38.4         	6215.9   	-13.5               	2.9                   	76.30911     	10.0836     	3433.2
64:10.2     	10:00:39.5         	6206.7   	-13.7               	6.0                   	76.30909     	10.0836     	3419.6
64:11.1     	10:00:40.4         	6197.7   	-13.7               	7.8                   	76.30904     	10.0835     	3405.6
64:12.3     	10:00:41.6         	6190.4   	-13.7               	7.9                   	76.30898     	10.0835     	3391.6
64:13.2     	10:00:42.5         	6185.1   	-13.7               	6.0                   	76.30892     	10.0835     	3377.7
64:14.1     	10:00:43.4         	6180.0   	-13.7               	3.4                   	76.30888     	10.0835     	3363.9
64:15.2     	10:00:44.5         	6173.8   	-13.5               	1.3                   	76.30886     	10.0835     	3350.3
64:16.1     	10:00:45.4         	6166.1   	-13.4               	2.1                   	76.30885     	10.0835     	3336.8
64:17.2     	10:00:46.5         	6156.9   	-13.4               	4.3                   	76.30884     	10.0834     	3323.3
64:18.1     	10:00:47.4         	6146.7   	-13.4               	6.3                   	76.30883     	10.0834     	3309.8
64:19.2     	10:00:48.5         	6136.8   	-13.4               	7.8                   	76.30879     	10.0833     	3296.3
64:20.1     	10:00:49.4         	6128.3   	-13.3               	8.5                   	76.30874     	10.0833     	3282.8
64:21.2     	10:00:50.5         	6121.4   	-13.1               	8.9                   	76.30867     	10.0833     	3269.4
64:22.1     	10:00:51.4         	6115.4   	-13.0               	8.7                   	76.30859     	10.0832     	3256.2
64:23.2     	10:00:52.5         	6110.6   	-13.1               	7.4                   	76.30852     	10.0832     	3243.0
64:24.1     	10:00:53.4         	6107.0   	-13.2               	6.2                   	76.30846     	10.0832     	3229.8
64:25.2     	10:00:54.5         	6103.9   	-13.3               	5.3                   	76.30841     	10.0832     	3216.5
